,wt-SNE 1,wt-SNE 2,type
55,-24.68509796182415,19.541951080939693,1.0
56,-9.499801726835818,17.9914958298913,1.0
57,-13.649255829557875,10.166957417683602,1.0
58,-13.828829216546268,9.909593839140982,1.0
59,4.477167666673817,-13.924105138968658,1.0
60,7.309151404459886,-14.831985966901714,1.0
61,-11.786244417341095,11.438621238841955,1.0
62,-13.674827579041827,10.680905348693944,1.0
63,-11.817997398071048,11.414195350351585,1.0
64,7.308572683742499,-14.831667791841845,1.0
65,6.88329367100144,-4.365401755476249,1.0
66,-13.565831078001622,14.838225919845936,1.0
67,16.593947154828292,2.444432142024212,1.0
68,-25.27916255609394,17.551215266913673,1.0
69,12.856542088771386,-9.894773214197276,1.0
70,-13.700143361746363,16.844927036967448,1.0
71,18.164442737690514,0.7361505750071782,1.0
72,-23.990981476994477,19.588658040868008,1.0
73,18.32300372085252,0.5461877756298902,1.0
74,-21.98313251231657,21.3317157102884,1.0
75,12.938529020541006,-9.756268544401081,1.0
76,-9.956539623738873,18.11847764616077,1.0
77,9.28651629129008,-20.08775099735197,1.0
78,9.315072490277341,-20.131188394541308,1.0
79,17.712480897752723,-18.34571581707435,1.0
80,17.704494663162023,-18.35653892193274,1.0
81,6.333357404849283,-21.758943904107024,1.0
82,5.978523738422451,-21.647129682729194,1.0
83,6.3267914926088755,-21.732753756103886,1.0
84,6.0415327894468405,-21.710803893664565,1.0
85,6.916274045921485,2.9527115687841845,1.0
86,6.9914208666414615,2.961175937445895,1.0
87,4.869554890286971,4.275059668874332,1.0
88,4.871478761407716,4.053425108110691,1.0
89,7.123801910437619,1.528538259913664,1.0
90,6.5974203948671075,1.2266555315039838,1.0
91,3.817537103875328,2.168703173106036,1.0
92,4.903116835529328,3.6275538466404713,1.0
93,4.71734852081538,0.7670415917676695,1.0
94,6.863671529201751,2.5617699397786255,1.0
95,4.867808898241708,0.9395535700731105,1.0
96,6.348967805475477,1.9485992978168851,1.0
97,3.911866514931184,2.1696844117921668,1.0
98,4.460809497433146,3.427520047656133,1.0
99,3.579075052134243,3.692492603124491,1.0
100,3.475896558351642,4.227772583926863,1.0
101,7.822104522832796,2.7865294711986857,1.0
102,8.475228005629068,1.7469245462598773,1.0
103,4.892375409300804,0.28648806194130616,1.0
104,6.451973990793323,1.294237675744184,1.0
105,4.860104327833842,0.3174147664427533,1.0
106,6.8900268452227325,2.1968949133888858,1.0
107,4.126551873789604,-18.634524508985624,1.0
108,1.1680413804268557,-18.94069824803124,1.0
109,3.6092976835522124,-16.9044594544455,1.0
110,2.1859263033395653,-16.323327255857798,1.0
111,4.14661472706642,-18.064707160862515,1.0
112,2.1034862194974737,-16.42199447968963,1.0
113,1.469379497441529,-15.370214195154972,1.0
114,1.7814697238910202,-14.804156286079628,1.0
115,3.499954537050043,-16.73989192363282,1.0
116,1.1251717715635958,-18.58883608771822,1.0
117,19.401125165644224,-16.35339805715105,1.0
118,20.295004074851832,-17.524651586202456,1.0
119,6.591536683580351,-18.420263291004957,1.0
120,8.028105616795598,-17.36562109649481,1.0
121,0.7144775469930991,-16.52237323137839,1.0
122,4.134648000283762,-18.987421010555142,1.0
123,4.558101360941774,-17.823326193171305,1.0
124,0.4869307971777544,-16.766205108724638,1.0
125,6.724103693610072,-18.51087427887372,1.0
126,8.015704559356381,-17.48396934466022,1.0
127,19.34023979030556,-16.617556906087334,1.0
128,20.367027938130697,-17.664882859690177,1.0
129,6.397765426557197,-18.056333251245796,1.0
130,8.048960332460343,-18.810755193689563,1.0
131,6.30456660286277,-17.956018745366748,1.0
132,8.031558002184477,-18.851338176022914,1.0
133,18.932706038225287,-16.18922137509941,1.0
134,20.320573051603855,-17.455666405251275,1.0
135,18.981139934558904,-16.283137560451795,1.0
136,20.41905570979368,-17.68473478848835,1.0
137,2.0733074636939652,-17.884993925242263,1.0
138,2.5424066123850655,-18.122883259636247,1.0
139,-13.464686825412867,-2.096743741528405,1.0
140,-14.90523048808547,-2.062511217037972,1.0
141,-15.31022335592885,-3.020543184952443,1.0
142,-15.28839806173157,-3.0128046650683964,1.0
143,-14.495186608508739,0.17922589414534734,1.0
144,-15.178654494888178,0.6265828110543916,1.0
145,-13.930862265769857,0.02289484185770065,1.0
146,-15.05232843937791,0.40016675945659946,1.0
147,-16.63996718694488,-0.4112528022580763,1.0
148,-13.262694316856518,-1.4608978742739018,1.0
149,18.315170782021987,1.2784050433192704,1.0
150,14.011983050527915,-10.368154808547652,1.0
151,12.499820459147193,-10.224097408610717,1.0
152,-10.670726590083268,17.88323422477032,1.0
153,12.488466885866432,-10.347191254364182,1.0
154,-13.07371912209545,17.43068380139489,1.0
155,18.175946079166103,2.3035504441736276,1.0
156,-22.718135055389183,18.643115735487502,1.0
157,6.346057784887222,-3.930002911198151,1.0
158,13.515179701704456,1.5351435141708516,1.0
159,-22.04276721868503,16.282077584972395,1.0
160,-12.10827226061533,16.73397211823233,1.0
161,17.10552395195011,2.9173167569629443,1.0
162,-25.38493781578187,17.230746210442618,1.0
163,14.288550260240251,0.7947033239956516,1.0
164,-23.403162285047546,19.096164958085346,1.0
165,4.158446374307627,-17.982461465389875,1.0
166,0.1811634722103161,-17.358591294678885,1.0
167,13.874256790769223,-14.05083957297011,1.0
168,14.260193652607164,-14.09928098922656,1.0
169,3.048197802006727,4.354726091667551,1.0
170,8.819989396383354,1.4924021930413243,1.0
171,-15.57864644608329,10.449505108370136,1.0
172,-15.608399891755786,10.054377886437624,1.0
173,6.84510240788542,0.31150014835469303,1.0
174,5.710508494178019,-13.552082733974618,1.0
175,-14.355216258566228,9.046027963013323,1.0
176,-14.0327175940814,9.281817242802745,1.0
177,-13.745612452834717,8.82339706612903,1.0
178,5.91188172411137,-13.449937381812411,1.0
179,13.570065394909864,0.3798468178111468,1.0
180,-25.499534975722902,18.12586009157041,1.0
181,7.687300455576416,-6.3052994382453535,1.0
182,-12.564560941439861,15.257798398203073,1.0
183,5.374528347260492,-0.23151040429741337,1.0
184,-16.210611871855427,10.935343101198386,1.0
185,5.087326707378742,-0.48306345164084924,1.0
186,6.775541142119504,0.28619427072771914,1.0
187,-15.710979359860637,9.852237086103333,1.0
188,6.438326332513808,-0.6460666802370996,1.0
189,-16.073389982534348,9.821981425192948,1.0
190,6.402707038224908,-0.6857794036212147,1.0
191,-16.46108267717208,10.949828319181956,1.0
192,-16.276518799644233,10.639880358235102,1.0
193,6.724953334244043,-4.264733428984102,1.0
194,-12.135369614064205,16.697309097448,1.0
195,6.9639086737591285,-4.574999295535925,1.0
196,-13.811243711123819,14.361046059660412,1.0
197,16.74029650655326,2.607988690397483,1.0
198,-23.315339930398935,18.812397313440513,1.0
199,16.522347026296856,2.344264244317553,1.0
200,-25.08986325639916,17.192583079037377,1.0
201,2.60809020276633,-13.95319608623558,1.0
202,5.312859437165792,-14.619553106180646,1.0
203,-14.424821322036669,10.577393978609566,1.0
204,2.679835020928922,-13.966914849291202,1.0
205,4.56572793423178,-14.023299511665263,1.0
206,-14.1568315533145,9.779441341812973,1.0
207,6.607696227704424,6.655780365875402,0.0
208,17.061184354880393,-13.606032876502525,0.0
209,6.4368317976965885,6.628479884918743,0.0
210,17.09232583249769,-13.5655202622987,0.0
211,-20.101147844491635,1.7347627971669024,0.0
212,-20.728588568435434,2.2353499845459486,0.0
213,-20.66122067595838,2.0805611143034324,0.0
214,-20.662226280132398,2.081348689704295,0.0
215,-2.277880736920163,-2.484475709737364,0.0
216,-18.051051276016665,1.440255467066868,0.0
217,-2.7636310928306216,-2.2938278290582574,0.0
218,-18.86219426661428,-0.5829711762452284,0.0
219,-18.031998152497138,1.485225314813744,0.0
220,-2.171350293140676,-2.536641830172797,0.0
221,4.26509641626329,12.26160099292067,0.0
222,-20.26977612242948,1.140641454672826,0.0
223,4.013415900320206,-5.337905169707548,0.0
224,1.4935681919224688,-3.4926378927210893,0.0
225,-12.294992877497707,14.10897211702023,0.0
226,1.3680711068350957,-3.278741796485863,0.0
227,-22.403831291779767,16.946636161721816,0.0
228,15.533309638980766,2.9344656210464373,0.0
229,-21.863004759139756,17.509875152315978,0.0
230,1.3671811165389471,-3.2781612292663476,0.0
231,-22.404832114931455,16.9467593413468,0.0
232,11.467701264082539,5.73782105629907,0.0
233,-13.939960631962398,5.529084559075846,0.0
234,-24.361364864756098,22.7500037158013,0.0
235,23.17813433034029,-12.593419049599039,0.0
236,11.616679363966254,5.402645824740334,0.0
237,-14.027782380001428,5.735774879053827,0.0
238,-24.812670599700375,22.870348990458993,0.0
239,23.754769921851466,-11.986716254845607,0.0
240,16.084745839285855,-9.425058578587924,0.0
241,23.05957737651063,-5.9958538714273395,0.0
242,4.129623679490198,-12.04115158937897,0.0
243,-13.69353930184521,6.836180454597592,0.0
244,-24.777940262099374,23.155346546507488,0.0
245,23.249721829934668,-12.393482504285702,0.0
246,24.594610645067295,-11.775624972144502,0.0
247,16.228654691985618,-10.083481579697152,0.0
248,-24.70677068512223,23.009827879909263,0.0
249,23.75292606398108,-12.11525686607144,0.0
250,16.247772967151025,-9.499626856145069,0.0
251,22.622934141561164,-5.4848650852728005,0.0
252,-10.3965517441401,19.061675016074982,0.0
253,8.666609479257202,-4.717891080324224,0.0
254,-15.342998456496572,16.087245411815267,0.0
255,-25.942303829674763,18.79031364335863,0.0
256,-26.700223047174184,17.948674214514202,0.0
257,13.636200572032587,1.1831057252901522,0.0
258,11.923448090859736,-0.8641543730858606,0.0
259,8.294087991868604,-7.711933875891864,0.0
260,10.564105272320122,-6.313572246132122,0.0
261,14.795846003842945,0.08434671642640344,0.0
262,-25.206891082794304,18.56451409587639,0.0
263,11.7793723258951,-0.0898675241009635,0.0
264,-12.173739544789749,15.864923508214202,0.0
265,-25.0615224945679,17.966491714108212,0.0
266,8.366141057384194,-7.17151037922267,0.0
267,13.566443345497683,-0.6583224608044126,0.0
268,-12.601854505391493,15.487746658538692,0.0
269,14.468937423867928,1.3288237634093274,0.0
270,-24.587916825501836,18.08821506339419,0.0
271,-12.955778155503568,15.637846040624922,0.0
272,14.37273400247474,1.0731764049318924,0.0
273,8.896521004500599,-6.906700312283342,0.0
274,8.744020416902167,-5.639614897417702,0.0
275,9.692866418006645,-6.551218056625919,0.0
276,-24.408563007343144,18.904124638818562,0.0
277,8.357636794613287,-5.085961854404179,0.0
278,-14.258876254044969,14.955382689254755,0.0
279,10.203541078222893,-6.396280782035751,0.0
280,-27.15762643305357,19.99301986434446,0.0
281,13.059342929282167,0.7852080479089696,0.0
282,-13.976314117707636,15.601528295723256,0.0
283,8.604463617402976,-5.9810296747565115,0.0
284,-26.22012646033356,19.03245456276899,0.0
285,0.730459362664257,-4.270051952297423,0.0
286,-20.822285365373773,19.96913232834048,0.0
287,-9.237630955637242,16.759487202699972,0.0
288,3.2124937149828425,-5.339741608420315,0.0
289,8.245573696044977,11.094372829395818,0.0
290,8.268537066921395,11.07514877437577,0.0
291,17.690351489036217,-20.254385503496188,0.0
292,17.69295762388314,-19.947313183933726,0.0
293,16.770153300647817,-19.835613857189873,0.0
294,17.42180743445178,-19.769773668580772,0.0
295,16.807524014290692,-19.632073640512363,0.0
296,17.467384571246697,-20.220036874897396,0.0
297,14.840373208908725,-15.243556002071976,0.0
298,14.824229459319398,-15.174560936273442,0.0
299,11.947658154581369,-16.192328377797274,0.0
300,11.952561492054043,-16.193398452244686,0.0
301,6.0638733858718155,4.173975042110059,0.0
302,5.27628113798275,4.601384331114123,0.0
303,17.900960535902893,-19.791111763556373,0.0
304,18.21122146006112,-19.708188306108575,0.0
305,16.542780953040506,-21.930197988849148,0.0
306,16.504151682435833,-22.017503074444175,0.0
307,5.65714378807511,11.78916628037035,0.0
308,5.6048303523159815,11.987583746400087,0.0
309,18.57473782964854,-18.317735668390352,0.0
310,18.925248992587182,-18.469234119312777,0.0
311,9.666644473544057,-19.535405499149647,0.0
312,9.669182996865882,-19.46751294330065,0.0
313,-17.266627755896977,21.20430163551399,0.0
314,-17.14887961003755,22.053959634401693,0.0
315,-0.38040837391289845,-17.513177980404702,0.0
316,17.992950672142683,-16.521697176178513,0.0
317,4.89178097790328,-19.132163742067625,0.0
318,-0.18487331997606646,-17.598838632742183,0.0
319,16.519117445816242,-22.827242254322623,0.0
320,16.518902623043832,-22.792185216980855,0.0
321,7.223319248141089,6.14696166515883,0.0
322,7.178287666421601,6.030016513289154,0.0
323,8.375867798481568,6.167649516020808,0.0
324,8.451908185218624,6.120857245403596,0.0
325,15.925364664426644,-14.481192975890526,0.0
326,15.86837977903452,-14.469598935880562,0.0
327,9.099091593729218,-3.9672791299082006,0.0
328,-11.214961061457343,15.880761431912905,0.0
329,13.770086224434902,-0.7378966237369771,0.0
330,-25.982823634133027,17.515295536741238,0.0
331,2.062546328940387,-3.4417105909712156,0.0
332,-23.932657479915278,17.76986517630848,0.0
333,-13.496410920500512,15.196065421175792,0.0
334,4.132122030035701,-5.346946735933258,0.0
335,-17.40361618181238,21.32779696858677,0.0
336,-18.425959082657577,21.819049127205634,0.0
337,-17.05372904058975,22.129514343473755,0.0
338,-17.16194867534216,21.155575486568438,0.0
339,16.211795879413415,-18.371489051181168,0.0
340,16.33246470442688,-18.19390883783627,0.0
341,9.41853331437651,-21.427487681470478,0.0
342,9.192184351066272,-21.443991053056138,0.0
343,8.975825928634045,-21.208283887074575,0.0
344,9.249178697145565,-21.238430098266306,0.0
345,16.630291958380496,-18.028518307019507,0.0
346,16.550650930696598,-18.289990691547757,0.0
347,5.55087615324338,4.947107520979861,0.0
348,6.067253660682675,4.6274068890125335,0.0
349,17.583547752354946,-0.7164076994122688,0.0
350,-22.280773043224233,22.103936712184037,0.0
351,-22.50587173404455,22.856181569023178,0.0
352,-8.70992641184962,17.93556219188409,0.0
353,14.313986397114043,-9.729115192322316,0.0
354,22.29006057566671,-9.819380213316677,0.0
355,-25.19016839419809,20.387405764799617,0.0
356,-8.789439614528332,18.783950832484212,0.0
357,-14.358044826021747,16.606877684692975,0.0
358,10.540539872488065,-4.679852367264407,0.0
359,17.09027040547596,-0.20736865619560163,0.0
360,-9.160602903987746,18.161397651239177,0.0
361,-21.743031207620472,21.91539296597843,0.0
362,10.496149183994568,-4.749381571789862,0.0
363,-9.567759423735833,18.79825790085509,0.0
364,14.518418466635957,-10.534927593879937,0.0
365,-8.524665825616605,19.830475917315983,0.0
366,-24.598535909863763,20.120783500582508,0.0
367,-13.675795606191823,16.924451630345757,0.0
368,14.233024190727166,-9.855879962783243,0.0
369,16.814853154200712,-0.8514249970024357,0.0
370,-24.96321211308045,19.520185020293905,0.0
371,-20.851355403073594,22.207725542267898,0.0
372,-8.41962485227836,19.688282378603937,0.0
373,10.314780822298246,-4.447203638899799,0.0
374,14.167721495152858,-8.516201691011362,0.0
375,-14.49174195002729,17.520362893506267,0.0
376,-21.651724032768477,22.198242095604428,0.0
377,-9.629851999380616,18.305099239032796,0.0
378,15.539795427927086,-0.642332261871185,0.0
379,14.2493076119083,-9.266046185056467,0.0
380,11.389003688045115,-4.876823398764128,0.0
381,-15.284961112657403,16.650600472544923,0.0
382,-25.52584955147093,19.944205939895284,0.0
383,22.28072735022821,-9.832450231775885,0.0
384,-8.277221594908198,19.23472096483548,0.0
385,-26.4053221032098,19.81144563472468,0.0
386,-27.108915181407713,22.79746244936149,0.0
387,16.93095176568458,-0.67963679997255,0.0
388,10.978413124393493,-5.954727445131942,0.0
389,-24.615190813250674,24.18433793203033,0.0
390,-21.762088347473025,24.960955742771826,0.0
391,23.896578471180536,-11.398887452949682,0.0
392,-8.710202657289392,20.332553873828765,0.0
393,15.819721730031556,-9.593028070226723,0.0
394,-9.612112524330207,19.581064327283528,0.0
395,-26.865124852779037,22.79139403107179,0.0
396,23.248175075553775,-5.867467396389068,0.0
397,-22.145256272368275,24.74396714532914,0.0
398,23.24898557718135,-9.169760961811578,0.0
399,-10.064678611398024,19.72788436725824,0.0
400,17.77600289837686,-9.552405038876259,0.0
401,16.066489239995303,-9.74402129526389,0.0
402,23.80728735426459,-11.587009417438965,0.0
403,17.729043747509667,-9.58558382778043,0.0
404,-21.69085652759515,24.806278592925203,0.0
405,23.504245653071692,-11.909579529701146,0.0
406,23.217874027224855,-6.163845288147459,0.0
407,23.32099875211449,-9.142435838685834,0.0
408,23.954944390869517,-5.679953401250091,0.0
409,-10.224821418704394,19.392433836904328,0.0
410,-25.415267058977335,23.081288272348893,0.0
411,-26.04226029203513,23.388334617679636,0.0
412,15.672993477537904,-8.180925453509191,0.0
413,16.502196698532362,-8.984490228048534,0.0
414,24.24700947373278,-12.270806045356693,0.0
415,17.9426381617578,-9.318550023576996,0.0
416,-21.487781699051567,24.7123001286552,0.0
417,23.18240224834022,-6.220030229786284,0.0
418,23.98939819113505,-12.784445108539275,0.0
419,-25.026813948383115,23.850168086827267,0.0
420,23.543841759705543,-8.638000689696682,0.0
421,23.506059530829905,-6.517008999724808,0.0
422,21.07486066116641,-14.035259755775684,0.0
423,16.00141276604114,-9.034919587025026,0.0
424,24.341515893183427,-5.434939132126829,0.0
425,20.973316455361612,-14.05018286472568,0.0
426,15.259573209838157,-7.854062460360911,0.0
427,-25.195714364347822,22.55828502895779,0.0
428,23.374440147604947,-5.438896964223208,0.0
429,0.994435849615879,-3.7015982998654957,0.0
430,-21.02437942584228,18.623839906898983,0.0
431,-13.534247846575488,3.815519600581663,0.0
432,9.641727397199956,9.302737145922423,0.0
433,10.951755984939593,6.610441003779086,0.0
434,11.130635642639987,6.283942683562773,0.0
435,10.083512724129864,8.653799392335317,0.0
436,-13.654739125801376,4.406004543536071,0.0
437,8.165310933631297,-3.30252890912365,0.0
438,-25.515254591537392,14.629623926329565,0.0
439,12.000208489786598,4.618603740099985,0.0
440,-14.861974260832465,6.018083274693202,0.0
441,0.18139858414077178,-16.684064842058532,0.0
442,2.662587142877232,-21.96712282171443,0.0
443,1.6378966170414706,-19.56758434557057,0.0
444,4.149930258469878,-19.41993110151574,0.0
445,3.814306494190878,-18.951722616802968,0.0
446,1.4099807249923375,-19.49831538739157,0.0
447,2.3048612906259196,-22.26626621110357,0.0
448,2.7063684097779874,-22.067970162790285,0.0
449,-0.0609676961265179,-16.19128966328034,0.0
450,0.2606970364232629,-20.043198007045678,0.0
451,0.9443150815297923,-22.082117158167115,0.0
452,3.7946644690161615,-19.676385881203103,0.0
453,3.202109738874607,-19.166888077550908,0.0
454,0.2568791498301973,-20.007851398551765,0.0
455,0.851131771526308,-21.901859077089597,0.0
456,2.45975677431843,-21.888666538907064,0.0
457,5.96798509631441,13.143340026195085,0.0
458,5.937269262127768,13.164281793720004,0.0
459,6.6675260971937576,12.089533302870462,0.0
460,6.609986583740477,12.026020815826515,0.0
461,5.402154149136357,12.837207636574215,0.0
462,5.383577800999159,12.80351143724887,0.0
463,5.965584588777231,11.75169105511357,0.0
464,5.954332937148237,11.756672871824177,0.0
465,-5.444291263757119,-4.3426480543115735,0.0
466,-5.424634792275736,-4.418314412550792,0.0
467,-5.428593535872835,-4.408259112951196,0.0
468,14.46872979499253,2.743282026148843,0.0
469,-23.889656731756386,15.895999601924064,0.0
470,-11.428496584000609,14.686695853012537,0.0
471,7.8533284562958245,-5.653331686102284,0.0
472,13.231647108863168,1.734447002028416,0.0
473,-27.231470498502905,19.061976139730657,0.0
474,11.668169817913213,-0.06323897497649113,0.0
475,-15.472619449084613,15.616624069935936,0.0
